Disease ID,Disease Name,Gene ID,No_side,No_gene
C0024530,malaria,256892,6064.0,17111.0
C0024530,malaria,259197,6064.0,17468.0
C0024530,malaria,28,6064.0,20.0
C0024530,malaria,2993,6064.0,2135.0
C0024530,malaria,2995,6064.0,2137.0
C0024530,malaria,3240,6064.0,2344.0
C0024530,malaria,3383,6064.0,2440.0
C0024530,malaria,4055,6064.0,2926.0
C0024530,malaria,4843,6064.0,3463.0
C0024530,malaria,493,6064.0,382.0
C0024530,malaria,6521,6064.0,4751.0
C0024530,malaria,7124,6064.0,5263.0
C0024530,malaria,91752,6064.0,12415.0
C0024530,malaria,948,6064.0,728.0
C0010606,adenoid cystic carcinoma,10847,4688.0,8017.0
C0010606,adenoid cystic carcinoma,10933,4688.0,8093.0
C0010606,adenoid cystic carcinoma,1387,4688.0,1042.0
C0010606,adenoid cystic carcinoma,1462,4688.0,1100.0
C0010606,adenoid cystic carcinoma,1612,4688.0,1208.0
C0010606,adenoid cystic carcinoma,182,4688.0,131.0
C0010606,adenoid cystic carcinoma,2011,4688.0,1485.0
C0010606,adenoid cystic carcinoma,2019,4688.0,1493.0
C0010606,adenoid cystic carcinoma,2033,4688.0,1503.0
C0010606,adenoid cystic carcinoma,2175,4688.0,1606.0
C0010606,adenoid cystic carcinoma,2195,4688.0,1623.0
C0010606,adenoid cystic carcinoma,221037,4688.0,11860.0
C0010606,adenoid cystic carcinoma,2264,4688.0,1678.0
C0010606,adenoid cystic carcinoma,2309,4688.0,1709.0
C0010606,adenoid cystic carcinoma,23135,4688.0,11209.0
C0010606,adenoid cystic carcinoma,23209,4688.0,11285.0
C0010606,adenoid cystic carcinoma,23220,4688.0,11292.0
C0010606,adenoid cystic carcinoma,23269,4688.0,11341.0
C0010606,adenoid cystic carcinoma,23543,4688.0,11587.0
C0010606,adenoid cystic carcinoma,23619,4688.0,11653.0
C0010606,adenoid cystic carcinoma,23774,4688.0,11726.0
C0010606,adenoid cystic carcinoma,259266,4688.0,17484.0
C0010606,adenoid cystic carcinoma,2620,4688.0,1844.0
C0010606,adenoid cystic carcinoma,2621,4688.0,1843.0
C0010606,adenoid cystic carcinoma,26292,4688.0,12477.0
C0010606,adenoid cystic carcinoma,27255,4688.0,12832.0
C0010606,adenoid cystic carcinoma,27344,4688.0,12888.0
C0010606,adenoid cystic carcinoma,284058,4688.0,10790.0
C0010606,adenoid cystic carcinoma,29072,4688.0,13102.0
C0010606,adenoid cystic carcinoma,29128,4688.0,13147.0
C0010606,adenoid cystic carcinoma,2982,4688.0,2127.0
C0010606,adenoid cystic carcinoma,3008,4688.0,2150.0
C0010606,adenoid cystic carcinoma,3265,4688.0,2357.0
C0010606,adenoid cystic carcinoma,3485,4688.0,2506.0
C0010606,adenoid cystic carcinoma,358,4688.0,266.0
C0010606,adenoid cystic carcinoma,3645,4688.0,2612.0
C0010606,adenoid cystic carcinoma,3691,4688.0,2650.0
C0010606,adenoid cystic carcinoma,3852,4688.0,2788.0
C0010606,adenoid cystic carcinoma,3866,4688.0,2798.0
C0010606,adenoid cystic carcinoma,4082,4688.0,2950.0
C0010606,adenoid cystic carcinoma,4602,4688.0,3267.0
C0010606,adenoid cystic carcinoma,4603,4688.0,3268.0
C0010606,adenoid cystic carcinoma,4613,4688.0,3278.0
C0010606,adenoid cystic carcinoma,472,4688.0,363.0
C0010606,adenoid cystic carcinoma,4781,4688.0,3417.0
C0010606,adenoid cystic carcinoma,4851,4688.0,3468.0
C0010606,adenoid cystic carcinoma,50805,4688.0,14180.0
C0010606,adenoid cystic carcinoma,51477,4688.0,14589.0
C0010606,adenoid cystic carcinoma,51514,4688.0,14609.0
C0010606,adenoid cystic carcinoma,51659,4688.0,14708.0
C0010606,adenoid cystic carcinoma,5174,4688.0,3721.0
C0010606,adenoid cystic carcinoma,51742,4688.0,14754.0
C0010606,adenoid cystic carcinoma,5176,4688.0,3723.0
C0010606,adenoid cystic carcinoma,5290,4688.0,3811.0
C0010606,adenoid cystic carcinoma,53335,4688.0,14852.0
C0010606,adenoid cystic carcinoma,54441,4688.0,15010.0
C0010606,adenoid cystic carcinoma,54531,4688.0,15064.0
C0010606,adenoid cystic carcinoma,546,4688.0,421.0
C0010606,adenoid cystic carcinoma,54756,4688.0,15150.0
C0010606,adenoid cystic carcinoma,54880,4688.0,15244.0
C0010606,adenoid cystic carcinoma,55294,4688.0,15584.0
C0010606,adenoid cystic carcinoma,55534,4688.0,15694.0
C0010606,adenoid cystic carcinoma,55783,4688.0,15891.0
C0010606,adenoid cystic carcinoma,5591,4688.0,4048.0
C0010606,adenoid cystic carcinoma,55914,4688.0,15990.0
C0010606,adenoid cystic carcinoma,5605,4688.0,4062.0
C0010606,adenoid cystic carcinoma,5728,4688.0,4160.0
C0010606,adenoid cystic carcinoma,57419,4688.0,16490.0
C0010606,adenoid cystic carcinoma,5834,4688.0,4239.0
C0010606,adenoid cystic carcinoma,58508,4688.0,16862.0
C0010606,adenoid cystic carcinoma,595,4688.0,453.0
C0010606,adenoid cystic carcinoma,63035,4688.0,17541.0
C0010606,adenoid cystic carcinoma,64324,4688.0,17805.0
C0010606,adenoid cystic carcinoma,6484,4688.0,4717.0
C0010606,adenoid cystic carcinoma,653220,4688.0,17577.0
C0010606,adenoid cystic carcinoma,6595,4688.0,4817.0
C0010606,adenoid cystic carcinoma,6605,4688.0,4826.0
C0010606,adenoid cystic carcinoma,6651,4688.0,4872.0
C0010606,adenoid cystic carcinoma,6659,4688.0,4880.0
C0010606,adenoid cystic carcinoma,6664,4688.0,4885.0
C0010606,adenoid cystic carcinoma,672,4688.0,512.0
C0010606,adenoid cystic carcinoma,7153,4688.0,5285.0
C0010606,adenoid cystic carcinoma,7157,4688.0,5288.0
C0010606,adenoid cystic carcinoma,7403,4688.0,5462.0
C0010606,adenoid cystic carcinoma,7994,4688.0,5797.0
C0010606,adenoid cystic carcinoma,80303,4688.0,9270.0
C0010606,adenoid cystic carcinoma,81029,4688.0,9419.0
C0010606,adenoid cystic carcinoma,81831,4688.0,9571.0
C0010606,adenoid cystic carcinoma,8243,4688.0,5899.0
C0010606,adenoid cystic carcinoma,8289,4688.0,5913.0
C0010606,adenoid cystic carcinoma,8332,4688.0,5948.0
C0010606,adenoid cystic carcinoma,84159,4688.0,9981.0
C0010606,adenoid cystic carcinoma,8823,4688.0,6361.0
C0010606,adenoid cystic carcinoma,9223,4688.0,6665.0
C0010606,adenoid cystic carcinoma,93986,4688.0,12999.0
C0010606,adenoid cystic carcinoma,9454,4688.0,6846.0
C0010606,adenoid cystic carcinoma,9700,4688.0,7062.0
C0010606,adenoid cystic carcinoma,9863,4688.0,7215.0
C0010606,adenoid cystic carcinoma,9874,4688.0,7223.0
C0010606,adenoid cystic carcinoma,999,4688.0,773.0
C0002170,alopecia,100188784,1171.0,14058.0
C0002170,alopecia,1244,1171.0,944.0
C0002170,alopecia,1392,1171.0,1046.0
C0002170,alopecia,142,1171.0,101.0
C0002170,alopecia,23328,1171.0,11399.0
C0002170,alopecia,23476,1171.0,11526.0
C0002170,alopecia,367,1171.0,274.0
C0002170,alopecia,4524,1171.0,3215.0
C0002170,alopecia,54503,1171.0,15048.0
C0002170,alopecia,55806,1171.0,15913.0
C0002170,alopecia,6716,1171.0,4928.0
C0002170,alopecia,6832,1171.0,5024.0
C0002170,alopecia,7421,1171.0,5477.0
C0002170,alopecia,7538,1171.0,5569.0
C0002170,alopecia,8797,1171.0,6330.0
C0428977,bradycardia,10911,737.0,8073.0
C0428977,bradycardia,11188,737.0,8313.0
C0428977,bradycardia,1129,737.0,869.0
C0428977,bradycardia,134,737.0,95.0
C0428977,bradycardia,1392,737.0,1046.0
C0428977,bradycardia,1565,737.0,1173.0
C0428977,bradycardia,1813,737.0,1351.0
C0428977,bradycardia,183,737.0,132.0
C0428977,bradycardia,1906,737.0,1417.0
C0428977,bradycardia,1907,737.0,1418.0
C0428977,bradycardia,1908,737.0,1419.0
C0428977,bradycardia,2641,737.0,1862.0
C0428977,bradycardia,2771,737.0,1950.0
C0428977,bradycardia,2796,737.0,1971.0
C0428977,bradycardia,3350,737.0,2417.0
C0428977,bradycardia,3827,737.0,2768.0
C0428977,bradycardia,3972,737.0,2867.0
C0428977,bradycardia,4922,737.0,3530.0
C0428977,bradycardia,5173,737.0,3720.0
C0428977,bradycardia,5443,737.0,3928.0
C0428977,bradycardia,5617,737.0,4072.0
C0428977,bradycardia,6863,737.0,5050.0
C0428977,bradycardia,6869,737.0,5055.0
C0428977,bradycardia,7200,737.0,5320.0
C0017658,glomerulonephritis,133,997.0,94.0
C0017658,glomerulonephritis,1674,997.0,1264.0
C0017658,glomerulonephritis,1675,997.0,1265.0
C0017658,glomerulonephritis,183,997.0,132.0
C0017658,glomerulonephritis,2099,997.0,1550.0
C0017658,glomerulonephritis,213,997.0,151.0
C0017658,glomerulonephritis,2833,997.0,2003.0
C0017658,glomerulonephritis,3458,997.0,2490.0
C0017658,glomerulonephritis,3553,997.0,2534.0
C0017658,glomerulonephritis,3558,997.0,2539.0
C0017658,glomerulonephritis,3559,997.0,2540.0
C0017658,glomerulonephritis,3569,997.0,2550.0
C0017658,glomerulonephritis,3576,997.0,2556.0
C0017658,glomerulonephritis,3586,997.0,2563.0
C0017658,glomerulonephritis,3606,997.0,2581.0
C0017658,glomerulonephritis,3727,997.0,2680.0
C0017658,glomerulonephritis,406892,997.0,8730.0
C0017658,glomerulonephritis,406903,997.0,8734.0
C0017658,glomerulonephritis,4803,997.0,3433.0
C0017658,glomerulonephritis,4868,997.0,3485.0
C0017658,glomerulonephritis,5443,997.0,3928.0
C0017658,glomerulonephritis,5468,997.0,3950.0
C0017658,glomerulonephritis,6346,997.0,4601.0
C0017658,glomerulonephritis,6347,997.0,4602.0
C0017658,glomerulonephritis,6348,997.0,4603.0
C0017658,glomerulonephritis,6351,997.0,4605.0
C0017658,glomerulonephritis,6352,997.0,4606.0
C0017658,glomerulonephritis,6354,997.0,4607.0
C0017658,glomerulonephritis,7124,997.0,5263.0
C0017658,glomerulonephritis,7490,997.0,5532.0
C0273115,lung injury,1543,8452.0,1160.0
C0273115,lung injury,1544,8452.0,1161.0
C0273115,lung injury,196,8452.0,139.0
C0273115,lung injury,1999,8452.0,1476.0
C0273115,lung injury,2252,8452.0,1666.0
C0273115,lung injury,23411,8452.0,11469.0
C0273115,lung injury,3162,8452.0,2274.0
C0273115,lung injury,3371,8452.0,2434.0
C0273115,lung injury,3569,8452.0,2550.0
C0273115,lung injury,4311,8452.0,3126.0
C0273115,lung injury,4803,8452.0,3433.0
C0273115,lung injury,4914,8452.0,3523.0
C0273115,lung injury,6347,8452.0,4602.0
C0273115,lung injury,6348,8452.0,4603.0
C0273115,lung injury,6351,8452.0,4605.0
C0273115,lung injury,7039,8452.0,5188.0
C0273115,lung injury,7099,8452.0,5244.0
C0273115,lung injury,7124,8452.0,5263.0
C0273115,lung injury,7132,8452.0,5270.0
C0273115,lung injury,80310,8452.0,9276.0
C0038454,cerebrovascular accident,1636,7467.0,1230.0
C0038454,cerebrovascular accident,1906,7467.0,1417.0
C0038454,cerebrovascular accident,196743,7467.0,96.0
C0038454,cerebrovascular accident,213,7467.0,151.0
C0038454,cerebrovascular accident,2147,7467.0,1584.0
C0038454,cerebrovascular accident,2153,7467.0,1589.0
C0038454,cerebrovascular accident,217,7467.0,155.0
C0038454,cerebrovascular accident,2833,7467.0,2003.0
C0038454,cerebrovascular accident,335,7467.0,245.0
C0038454,cerebrovascular accident,3360,7467.0,2426.0
C0038454,cerebrovascular accident,3383,7467.0,2440.0
C0038454,cerebrovascular accident,3553,7467.0,2534.0
C0038454,cerebrovascular accident,3557,7467.0,2538.0
C0038454,cerebrovascular accident,3569,7467.0,2550.0
C0038454,cerebrovascular accident,3613,7467.0,2587.0
C0038454,cerebrovascular accident,3659,7467.0,2621.0
C0038454,cerebrovascular accident,3674,7467.0,2634.0
C0038454,cerebrovascular accident,3685,7467.0,2644.0
C0038454,cerebrovascular accident,3690,7467.0,2649.0
C0038454,cerebrovascular accident,4018,7467.0,2901.0
C0038454,cerebrovascular accident,4524,7467.0,3215.0
C0038454,cerebrovascular accident,463,7467.0,354.0
C0038454,cerebrovascular accident,4843,7467.0,3463.0
C0038454,cerebrovascular accident,5144,7467.0,3691.0
C0038454,cerebrovascular accident,5327,7467.0,3847.0
C0038454,cerebrovascular accident,5328,7467.0,3848.0
C0038454,cerebrovascular accident,54498,7467.0,15045.0
C0038454,cerebrovascular accident,5563,7467.0,4022.0
C0038454,cerebrovascular accident,5743,7467.0,4173.0
C0038454,cerebrovascular accident,6647,7467.0,4868.0
C0038454,cerebrovascular accident,7040,7467.0,5189.0
C0038454,cerebrovascular accident,7124,7467.0,5263.0
C0038454,cerebrovascular accident,7291,7467.0,5376.0
C0038454,cerebrovascular accident,7351,7467.0,5419.0
C0038454,cerebrovascular accident,79001,7467.0,8608.0
C0038454,cerebrovascular accident,7941,7467.0,5782.0
C0038454,cerebrovascular accident,92369,7467.0,12643.0
C0038454,cerebrovascular accident,9734,7467.0,7091.0
C0019284,diaphragmatic hernia,1080,6401.0,838.0
C0019284,diaphragmatic hernia,183,6401.0,132.0
C0019284,diaphragmatic hernia,1906,6401.0,1417.0
C0019284,diaphragmatic hernia,1909,6401.0,1420.0
C0019284,diaphragmatic hernia,1910,6401.0,1421.0
C0019284,diaphragmatic hernia,2006,6401.0,1482.0
C0019284,diaphragmatic hernia,2247,6401.0,1661.0
C0019284,diaphragmatic hernia,23414,6401.0,11472.0
C0019284,diaphragmatic hernia,2626,6401.0,1848.0
C0019284,diaphragmatic hernia,2627,6401.0,1849.0
C0019284,diaphragmatic hernia,2697,6401.0,1907.0
C0019284,diaphragmatic hernia,3170,6401.0,2280.0
C0019284,diaphragmatic hernia,3202,6401.0,2308.0
C0019284,diaphragmatic hernia,3213,6401.0,2318.0
C0019284,diaphragmatic hernia,3383,6401.0,2440.0
C0019284,diaphragmatic hernia,3479,6401.0,2500.0
C0019284,diaphragmatic hernia,3481,6401.0,2502.0
C0019284,diaphragmatic hernia,3569,6401.0,2550.0
C0019284,diaphragmatic hernia,362,6401.0,270.0
C0019284,diaphragmatic hernia,3737,6401.0,2686.0
C0019284,diaphragmatic hernia,3745,6401.0,2693.0
C0019284,diaphragmatic hernia,3778,6401.0,2725.0
C0019284,diaphragmatic hernia,4036,6401.0,2908.0
C0019284,diaphragmatic hernia,4846,6401.0,3464.0
C0019284,diaphragmatic hernia,4878,6401.0,3494.0
C0019284,diaphragmatic hernia,64220,6401.0,17780.0
C0019284,diaphragmatic hernia,6439,6401.0,4674.0
C0019284,diaphragmatic hernia,6440,6401.0,4675.0
C0019284,diaphragmatic hernia,652,6401.0,493.0
C0019284,diaphragmatic hernia,6586,6401.0,4811.0
C0019284,diaphragmatic hernia,7026,6401.0,5176.0
C0019284,diaphragmatic hernia,7040,6401.0,5189.0
C0019284,diaphragmatic hernia,7055,6401.0,5204.0
C0019284,diaphragmatic hernia,7067,6401.0,5213.0
C0019284,diaphragmatic hernia,7068,6401.0,5214.0
C0019284,diaphragmatic hernia,7080,6401.0,5226.0
C0019284,diaphragmatic hernia,7124,6401.0,5263.0
C0019284,diaphragmatic hernia,7345,6401.0,5413.0
C0019284,diaphragmatic hernia,7412,6401.0,5471.0
C0019284,diaphragmatic hernia,7490,6401.0,5532.0
C0019284,diaphragmatic hernia,8817,6401.0,6349.0
C0019196,hepatitis c,1234,6843.0,937.0
C0019196,hepatitis c,1548,6843.0,1163.0
C0019196,hepatitis c,1576,6843.0,1177.0
C0019196,hepatitis c,23586,6843.0,11622.0
C0019196,hepatitis c,282617,6843.0,10600.0
C0019196,hepatitis c,3077,6843.0,2207.0
C0019196,hepatitis c,3440,6843.0,2473.0
C0019196,hepatitis c,3458,6843.0,2490.0
C0019196,hepatitis c,4015,6843.0,2898.0
C0019196,hepatitis c,4017,6843.0,2900.0
C0019196,hepatitis c,4023,6843.0,2902.0
C0019196,hepatitis c,4988,6843.0,3570.0
C0019196,hepatitis c,5788,6843.0,4200.0
C0019196,hepatitis c,949,6843.0,729.0
C0019196,hepatitis c,975,6843.0,754.0
C0025500,mesothelioma,10232,9829.0,7533.0
C0025500,mesothelioma,1027,9829.0,799.0
C0025500,mesothelioma,1029,9829.0,801.0
C0025500,mesothelioma,11186,9829.0,8311.0
C0025500,mesothelioma,1734,9829.0,1285.0
C0025500,mesothelioma,1956,9829.0,1445.0
C0025500,mesothelioma,1958,9829.0,1446.0
C0025500,mesothelioma,2099,9829.0,1550.0
C0025500,mesothelioma,2246,9829.0,1660.0
C0025500,mesothelioma,2247,9829.0,1661.0
C0025500,mesothelioma,2272,9829.0,1683.0
C0025500,mesothelioma,22827,9829.0,10944.0
C0025500,mesothelioma,23741,9829.0,11709.0
C0025500,mesothelioma,2475,9829.0,1757.0
C0025500,mesothelioma,2662,9829.0,1879.0
C0025500,mesothelioma,2719,9829.0,1920.0
C0025500,mesothelioma,2934,9829.0,2087.0
C0025500,mesothelioma,2944,9829.0,2095.0
C0025500,mesothelioma,324,9829.0,234.0
C0025500,mesothelioma,3458,9829.0,2490.0
C0025500,mesothelioma,4582,9829.0,3248.0
C0025500,mesothelioma,4771,9829.0,3408.0
C0025500,mesothelioma,4831,9829.0,3453.0
C0025500,mesothelioma,5154,9829.0,3701.0
C0025500,mesothelioma,5241,9829.0,3773.0
C0025500,mesothelioma,54716,9829.0,15136.0
C0025500,mesothelioma,55600,9829.0,15729.0
C0025500,mesothelioma,56034,9829.0,16030.0
C0025500,mesothelioma,6648,9829.0,4869.0
C0025500,mesothelioma,6696,9829.0,4910.0
C0025500,mesothelioma,6850,9829.0,5040.0
C0025500,mesothelioma,7296,9829.0,5379.0
C0025500,mesothelioma,7490,9829.0,5532.0
C0025500,mesothelioma,7515,9829.0,5552.0
C0025500,mesothelioma,7517,9829.0,5554.0
C0025500,mesothelioma,8314,9829.0,5932.0
C0025500,mesothelioma,847,9829.0,654.0
C0025500,mesothelioma,84700,9829.0,10264.0
C0025500,mesothelioma,8915,9829.0,6437.0
C0025500,mesothelioma,94274,9829.0,13044.0
C0025500,mesothelioma,999,9829.0,773.0
C0011849,diabetes mellitus,101927366,2913.0,10127.0
C0011849,diabetes mellitus,1356,2913.0,1016.0
C0011849,diabetes mellitus,1374,2913.0,1032.0
C0011849,diabetes mellitus,153,2913.0,109.0
C0011849,diabetes mellitus,1536,2913.0,1155.0
C0011849,diabetes mellitus,2335,2913.0,1733.0
C0011849,diabetes mellitus,23411,2913.0,11469.0
C0011849,diabetes mellitus,23671,2913.0,11686.0
C0011849,diabetes mellitus,346171,2913.0,9918.0
C0011849,diabetes mellitus,3630,2913.0,2601.0
C0011849,diabetes mellitus,3667,2913.0,2628.0
C0011849,diabetes mellitus,3799,2913.0,2743.0
C0011849,diabetes mellitus,3953,2913.0,2855.0
C0011849,diabetes mellitus,4217,2913.0,3060.0
C0011849,diabetes mellitus,4508,2913.0,3203.0
C0011849,diabetes mellitus,5443,2913.0,3928.0
C0011849,diabetes mellitus,5444,2913.0,3929.0
C0011849,diabetes mellitus,5468,2913.0,3950.0
C0011849,diabetes mellitus,547,2913.0,422.0
C0011849,diabetes mellitus,5743,2913.0,4173.0
C0011849,diabetes mellitus,5879,2913.0,4264.0
C0011849,diabetes mellitus,653361,2913.0,17603.0
C0011849,diabetes mellitus,6647,2913.0,4868.0
C0011849,diabetes mellitus,7058,2913.0,5207.0
C0011849,diabetes mellitus,847,2913.0,654.0
C0011849,diabetes mellitus,8639,2913.0,6196.0
C0011849,diabetes mellitus,8856,2913.0,6386.0
C0011849,diabetes mellitus,9370,2913.0,6772.0
C0011849,diabetes mellitus,9970,2913.0,7307.0
C0025958,microcephaly,10059,4323.0,7378.0
C0025958,microcephaly,10084,4323.0,7402.0
C0025958,microcephaly,10293,4323.0,7588.0
C0025958,microcephaly,10617,4323.0,7851.0
C0025958,microcephaly,10733,4323.0,7940.0
C0025958,microcephaly,11284,4323.0,8388.0
C0025958,microcephaly,1778,4323.0,1320.0
C0025958,microcephaly,2074,4323.0,1542.0
C0025958,microcephaly,2290,4323.0,1694.0
C0025958,microcephaly,26128,4323.0,12368.0
C0025958,microcephaly,283989,4323.0,10778.0
C0025958,microcephaly,284403,4323.0,10853.0
C0025958,microcephaly,3796,4323.0,2740.0
C0025958,microcephaly,3800,4323.0,2744.0
C0025958,microcephaly,407975,4323.0,9267.0
C0025958,microcephaly,4998,4323.0,3578.0
C0025958,microcephaly,6513,4323.0,4743.0
C0025958,microcephaly,6925,4323.0,5110.0
C0025958,microcephaly,701,4323.0,531.0
C0025958,microcephaly,7283,4323.0,5367.0
C0025958,microcephaly,79042,4323.0,8639.0
C0025958,microcephaly,80254,4323.0,9255.0
C0025958,microcephaly,80746,4323.0,9353.0
C0025958,microcephaly,84879,4323.0,10346.0
C0025958,microcephaly,8573,4323.0,6154.0
C0018099,gout,126133,9356.0,17195.0
C0018099,gout,2263,9356.0,1677.0
C0018099,gout,22900,9356.0,11012.0
C0018099,gout,254263,9356.0,16670.0
C0018099,gout,2646,9356.0,1867.0
C0018099,gout,3553,9356.0,2534.0
C0018099,gout,4296,9356.0,3114.0
C0018099,gout,56606,9356.0,16146.0
C0018099,gout,929,9356.0,712.0
C0018099,gout,9429,9356.0,6828.0
C1956346,coronary artery disease,10,1149.0,4.0
C1956346,coronary artery disease,100048912,1149.0,13649.0
C1956346,coronary artery disease,10019,1149.0,7346.0
C1956346,coronary artery disease,10221,1149.0,7522.0
C1956346,coronary artery disease,1030,1149.0,802.0
C1956346,coronary artery disease,11173,1149.0,8300.0
C1956346,coronary artery disease,116519,1149.0,14231.0
C1956346,coronary artery disease,1401,1149.0,1055.0
C1956346,coronary artery disease,1636,1149.0,1230.0
C1956346,coronary artery disease,1952,1149.0,1441.0
C1956346,coronary artery disease,2056,1149.0,1526.0
C1956346,coronary artery disease,2099,1149.0,1550.0
C1956346,coronary artery disease,2100,1149.0,1551.0
C1956346,coronary artery disease,221692,1149.0,11976.0
C1956346,coronary artery disease,22808,1149.0,10932.0
C1956346,coronary artery disease,23293,1149.0,11360.0
C1956346,coronary artery disease,23294,1149.0,11361.0
C1956346,coronary artery disease,23564,1149.0,11607.0
C1956346,coronary artery disease,255738,1149.0,16959.0
C1956346,coronary artery disease,2784,1149.0,1961.0
C1956346,coronary artery disease,28,1149.0,20.0
C1956346,coronary artery disease,283450,1149.0,10708.0
